seed,num_customer_requests,num_robots,num_operators,utilization_time_period,num_delivered,delivery_rate,utilization_rate,num_risks
8402,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.95685977 0.46223608],10
7067,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.96130185 0.69720741 0.54512195 0.45769119],10
6538,25,4,1,[],25,1.0,[0.85365416 0.89861162 0.95156665 0.87451199],17
5657,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.89672365 0.69213483 0.56285682 0.46213057],15
1505,20,3,1,[],20,1.0,[0.90972294 0.83209088 0.84321521],18
1621,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.91889922 0.68427196 0.4796943 ],17
8632,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.92567889 0.91237113 0.44092686 0.4411985 ],18
4216,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.92230191 0.71224578 0.42814815],16
1621,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.93533625 0.45482566],9
9322,20,2,1,[],20,1.0,[0.9304779  0.93887881],16
9602,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.96793607 0.95220588 0.4763821  0.45314831],11
2269,30,2,3,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.96948357 0.46015613],6
309,25,2,3,[],20,0.8,[0.93194365 0.94454976],20
3780,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.92858712 0.46269223],9
1505,30,2,3,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.93379017 0.453283  ],18
803,25,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.92,[0.96040609 0.95765472 0.47613113 0.45847603],13
1513,25,3,2,[],25,1.0,[0.98576435 0.9480104  0.95448706],13
1791,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.98686603 0.70227409 0.55465102 0.45222244],6
4687,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.97483546 0.72196478 0.43201204],6
1401,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.93365501 0.48827   ],13
1125,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.94532374 0.98674619 0.42804654 0.48059822],10
1173,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.9372454  0.92817468 0.46137727],12
3816,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.94045438 0.44820837],11
5394,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.9619883  0.70557851 0.46217437],9
9395,25,2,3,[],20,0.8,[0.92365378 0.96708527],18
3601,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.98632443 0.70950156 0.5494625  0.47212677],6
1694,20,4,3,[],20,1.0,[0.93265229 0.912213   0.86175561 0.94505495],27
9602,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.97344771 0.46048994],6
6513,25,2,2,"['0900-1030', '1030-1200']",10,0.4,[0.93024504 0.4761989 ],14
184,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",19,0.95,[0.93719807 0.95893872 0.45626365],18
2269,20,4,2,[],20,1.0,[0.97890387 0.94925918 0.96332518 0.96098439],10
7089,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.94583333 0.47375517],11
6140,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.96166263 0.68523182 0.47880764],10
8828,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.91932147 0.67670011 0.53275055 0.47211341],21
2313,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.90722392 0.70188075 0.46309033],17
7089,20,3,2,[],20,1.0,[0.96041955 0.95904222 0.89908791],17
4668,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94468085 0.67933656 0.47572909],13
4668,20,2,2,"['0900-1030', '1030-1200']",10,0.5,[0.92098865 0.44734048],11
912,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.96661188 0.93756004 0.47479583 0.48918105],15
463,30,3,1,[],30,1.0,[0.93819236 0.92279979 0.9223872 ],15
1206,25,2,1,"['0900-1200', '1000-1100']",14,0.56,[0.91301827 0.47257661],18
3601,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[0.98694801 0.72787673 0.47886935],5
8721,30,3,3,[],30,1.0,[0.93724657 0.91893818 0.96251802],30
7067,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.96121718 0.97243427 0.45610965],11
5233,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.92,[0.95496833 0.97533675 0.43212602 0.4338474 ],22
3752,25,3,3,[],25,1.0,[0.92611537 0.91149237 0.89499192],37
309,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.94745883 0.92006325 0.4674914 ],20
1728,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.92586961 0.71442886 0.5373891  0.48390626],25
489,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.96449381 0.91831239 0.48370834 0.48590265],13
965,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.98690572 0.69207773 0.55637488 0.42680053],10
8877,30,2,1,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.96411929 0.46296296],8
9822,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.93015759 0.48107958],14
887,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.96235521 0.74028687 0.49233627],5
364,25,4,3,[],25,1.0,[0.98624921 0.93641166 0.92206235 0.93587847],22
5733,30,4,1,[],30,1.0,[0.93097593 0.8613963  0.88662487 0.92295934],20
4877,25,4,1,[],25,1.0,[0.85786164 0.85966461 0.91686735 0.84272051],20
9602,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.95143818 0.72343306 0.55089466 0.46839219],9
3601,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[1.         0.97297297 0.48876096 0.44789816],7
3281,20,2,1,[],20,1.0,[0.92117226 0.91866397],14
803,25,2,2,[],21,0.84,[0.96951791 0.9611089 ],11
2319,20,2,1,[],20,1.0,[0.93604545 0.92908463],14
5394,20,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.98009798 0.94565217 0.46455294 0.45571283],13
5129,25,2,2,[],20,0.8,[0.92644285 0.93520616],23
5694,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.96708527 0.47712869],8
1401,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.96370405 0.94543547 0.48006614 0.46298789],20
2001,30,3,3,[],29,0.9666666666666667,[0.95485663 0.92785794 0.97410874],22
6513,20,4,3,[],20,1.0,[0.91804755 0.91948803 0.92440395 0.95490287],22
3853,20,2,1,"['0900-1030', '1030-1200']",11,0.55,[0.95934112 0.48452184],6
8632,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.94303243 0.71099131 0.4818005 ],9
8877,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.95690608 0.70378619 0.46662809],8
4568,30,2,1,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.94676979 0.48609941],9
4668,20,2,2,[],20,1.0,[0.93012119 0.98019299],14
1206,20,4,3,[],20,1.0,[0.91046832 0.92196879 0.91993431 0.926526  ],25
2001,20,2,2,[],20,1.0,[0.933463   0.96600063],15
5733,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.94827929 0.46835804],10
2313,20,4,3,[],20,1.0,[0.93662246 0.94374243 0.9006496  0.98534386],19
677,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.93417435 0.95119246 0.45799861 0.47669608],10
3601,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.99376379 0.98591549 0.44049031],6
1728,20,2,3,"['0900-1030', '1030-1200']",10,0.5,[0.93025751 0.44739382],11
5233,20,4,2,[],20,1.0,[0.90121581 0.95148637 0.94630365 0.95967574],17
2520,25,2,1,[],18,0.72,[0.87121141 0.88348271],27
5394,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.94541256 0.48283924],6
184,30,2,3,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.93370422 0.44026549],14
272,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.94903959 0.69937695 0.46694293],10
285,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.98618785 0.68973573 0.44329694],10
6388,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.91648311 0.69880376 0.45670954],14
8575,20,3,2,[],20,1.0,[0.98686205 0.9611399  0.96129416],8
4668,30,2,2,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.94416341 0.44420446],13
9210,30,3,2,[],30,1.0,[0.90765559 0.95515474 0.93092971],32
5233,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.95468127 0.95009597 0.47161649],20
6254,30,3,3,[],30,1.0,[0.93676428 0.94163424 0.96180964],25
3285,25,2,3,"['0900-1030', '1030-1200']",10,0.4,[0.92572843 0.44834504],16
3636,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.90774534 0.71795675 0.58117206 0.45255827],14
1621,20,2,3,"['0900-1200', '1000-1100']",14,0.7,[0.94059044 0.46451249],13
4671,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.92593999 0.72357491 0.56923432 0.44656853],16
5233,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.7,[0.97704316 0.68646865 0.52005144 0.44595588],16
1125,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.96534812 0.98768473 0.45562241],12
1513,25,3,3,[],25,1.0,[0.97192831 0.9480104  0.98765667],13
1173,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",22,0.7333333333333333,[0.94602325 0.96162928 0.47962736],14
6388,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.91574135 0.93162579 0.45450214 0.47503467],15
3281,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.95783523 0.95724622 0.48526737],14
803,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.97352342 0.96145483 0.44850434],11
4668,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.91616509 0.70128494 0.48853533],14
1621,25,3,2,[],25,1.0,[0.920058   0.95518067 0.92226209],25
3285,30,2,1,[],19,0.6333333333333333,[0.88715553 0.85603813],26
1858,25,4,2,[],25,1.0,[0.93862684 0.95765439 0.94960264 0.96986971],17
1173,30,2,2,[],21,0.7,[0.95022971 0.96717172],13
5394,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,1.0,[0.9595813  0.97585887 0.45424742 0.49294411],13
8877,25,2,3,[],20,0.8,[0.94405661 0.95327523],17
1569,20,2,3,[],20,1.0,[0.94284319 0.94949004],17
9822,20,3,3,[],20,1.0,[0.95095265 0.9374037  0.95907231],15
4687,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.95194085 1.         0.43201204],12
6388,30,3,1,[],29,0.9666666666666667,[0.90524535 0.9002081  0.874774  ],23
6254,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",19,0.95,[0.92884156 0.94543547 0.45387994],18
1621,20,2,1,[],20,1.0,[0.89643922 0.89139269],21
3816,20,4,2,[],20,1.0,[0.94808307 0.96393089 0.95104452 0.97281472],11
3752,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.93817767 0.69830555 0.45898696],16
1505,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[0.91649844 0.68858655 0.46846599],17
1791,30,3,1,[],30,1.0,[0.95465747 0.96661641 0.92104307],15
1429,30,4,2,[],30,1.0,[0.96924063 0.98577525 0.91203788 0.94675404],17
3853,20,2,2,[],20,1.0,[0.97184624 0.96681981],9
912,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",19,0.95,[0.92758467 0.68830749 0.5233391  0.44876396],13
6885,30,2,3,"['0900-1200', '1000-1100']",15,0.5,[0.94586341 0.48083389],13
677,30,2,1,[],21,0.7,[0.94293723 0.95550808],11
1125,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.96442904 0.7278167  0.45785441],8
4342,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.96267228 0.66569989 0.4523882 ],9
7198,20,4,2,[],20,1.0,[0.97592593 0.9473471  0.97093023 0.97426762],10
463,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.93534483 0.69884988 0.4766044 ],9
3215,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.97197068 0.93154292 0.47553744],14
1206,30,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.91625894 0.67106196 0.43929564],23
9602,20,2,2,"['0900-1200', '1000-1100']",13,0.65,[0.96086695 0.44645824],7
4668,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.94625878 0.67157006 0.58574391 0.4838463 ],14
7413,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.92733966 0.69573586 0.45377321],8
3780,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.90988142 0.87986824 0.46134663 0.48901099],10
9499,25,2,1,"['0900-1030', '1030-1200']",11,0.44,[0.96252882 0.47166851],8
7089,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.90979381 0.70981818 0.47640388],15
4475,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.84931677 0.83477128 0.43466218 0.41584692],26
6254,25,4,2,[],25,1.0,[0.95934959 0.94915616 0.94703682 0.91912549],20
6538,30,4,2,[],30,1.0,[0.92268908 0.941052   0.96086695 0.97315159],22
677,20,2,2,"['0900-1200', '1000-1100']",13,0.65,[0.96691775 0.44199382],8
7617,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.9309579  0.95722746 0.45450214 0.46134627],20
3806,30,2,2,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.91893818 0.4563292 ],20
7067,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.96188428 0.71026876 0.53927401 0.47265443],11
7067,25,4,1,[],25,1.0,[0.90950056 0.94073841 0.92604102 0.92208553],14
1858,30,3,3,"['0900-1200', '0900-1030', '1030-1200']",22,0.7333333333333333,[0.96871089 0.94832041 0.4744505 ],12
8721,25,2,1,"['0900-1200', '1000-1100']",14,0.56,[0.92386015 0.48578702],13
1401,30,2,1,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.92436448 0.4832698 ],13
5694,30,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.98602151 0.68741079 0.55669123 0.45576223],11
8632,30,3,1,[],30,1.0,[0.91279309 0.94448321 0.92598083],19
2313,30,2,3,"['0900-1200', '1000-1100']",15,0.5,[0.94536795 0.49503996],10
5129,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.9247149  0.95767311 0.43627204 0.46603956],23
1189,30,2,2,[],21,0.7,[0.94060311 0.94504462],18
4666,25,3,3,[],25,1.0,[0.9745048  0.96712523 0.97980948],10
4459,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.89556531 0.94497028 0.44769711 0.47714634],15
4671,30,3,1,[],30,1.0,[0.91693766 0.90860556 0.90900177],20
4960,20,2,3,[],19,0.95,[0.91050354 0.93537483],24
1791,20,2,1,"['0900-1200', '1000-1100']",15,0.75,[0.98182688 0.49120175],4
3806,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.92,[0.90964693 0.94846383 0.47389703 0.46247041],30
7181,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.95033429 0.70602144 0.57103825 0.45524543],14
2313,30,2,1,[],20,0.6666666666666666,[0.9094513  0.92012844],19
7067,30,2,3,[],21,0.7,[0.94433343 0.96973929],14
1621,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.93031732 0.67662016 0.50436064 0.4500329 ],18
3285,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.95656048 0.67286681 0.44629231],18
9862,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.84,[0.9506844  0.940897   0.46280992],11
7067,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.96188428 0.71026876 0.53927401 0.47265443],11
1513,25,2,1,"['0900-1030', '1030-1200']",10,0.4,[0.94369857 0.48001837],8
1513,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.93688363 0.70521127 0.55790109 0.46611315],10
803,30,4,1,[],30,1.0,[0.93284644 0.89980664 0.90490798 0.92917528],18
8632,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94965278 0.6893729  0.4616433 ],10
309,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.91669752 0.70134731 0.53024308 0.43954718],20
4342,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.91470811 0.6761717  0.56138417 0.43881102],13
8575,20,2,1,[],20,1.0,[0.9559194  0.98700083],8
8575,25,2,1,"['0900-1030', '1030-1200']",10,0.4,[0.95813654 0.46830752],6
965,25,2,1,"['0900-1030', '1030-1200']",12,0.48,[1.         0.47929269],3
4216,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.94578816 0.93824815 0.42814815],20
6885,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.91636224 0.91828717 0.44066641],16
6254,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.92906511 0.67289022 0.456778  ],14
1189,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.94913928 0.91979552 0.43484699 0.48459306],22
8632,25,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",21,0.84,[0.93549027 0.72237684 0.55981264 0.46457289],13
4568,25,2,2,"['0900-1200', '1000-1100']",14,0.56,[0.95039115 0.49615115],8
6885,30,4,3,[],30,1.0,[0.92726255 0.94941634 0.93843239 0.96769063],25
2269,30,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",25,0.8333333333333334,[0.98738599 0.9638822  0.47142461 0.48974008],12
2319,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.98713381 0.48329377],5
9602,20,2,3,"['0900-1200', '1000-1100']",13,0.65,[0.96086695 0.44645824],7
6538,30,4,3,[],30,1.0,[0.93828333 0.941052   0.94849445 0.97315159],22
3806,25,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.91233822 0.68297349 0.55942284 0.43375242],28
6513,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.97169606 0.45061201],8
2269,30,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.6666666666666666,[0.98043274 0.69229655 0.5550554  0.45655277],11
1189,20,2,3,"['0900-1200', '1000-1100']",13,0.65,[0.94721348 0.45387994],10
9499,25,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.9144523  0.94538564 0.42782931],20
8828,20,2,1,"['0900-1030', '1030-1200']",11,0.55,[0.93348342 0.4551461 ],12
6885,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.93727685 0.97208503 0.46739648 0.47691247],18
3285,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.84012502 0.87655521 0.43296902 0.43832687],26
1429,20,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.97148497 0.672286   0.47226938],12
7875,20,3,1,[],20,1.0,[0.87257059 0.9145588  0.85670086],24
7198,20,2,1,[],20,1.0,[0.95164753 0.95553759],11
887,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.94723914 0.98883929 0.48116205],10
3281,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.95692104 0.97249259 0.45740793 0.48035054],18
9322,30,2,1,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.92841978 0.4902979 ],12
4877,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.94813485 0.44417779],10
4568,25,3,3,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[0.95918794 0.72608572 0.48318862],8
3219,30,2,1,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.9575718  0.45704467],5
8575,25,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.6,[0.92734724 0.72349889 0.45891784],7
309,30,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",23,0.7666666666666667,[0.89757331 0.93909402 0.44417732 0.44881327],20
3281,30,2,1,"['0900-1200', '1000-1100']",13,0.43333333333333335,[0.95005334 0.44975581],8
309,25,2,2,"['0900-1200', '1000-1100']",13,0.52,[0.93726474 0.44136588],12
9862,25,4,2,[],25,1.0,[0.94716838 0.98675362 0.9615959  0.92542241],18
9822,25,4,2,[],25,1.0,[0.91386513 0.94654088 0.94655517 0.95941305],19
2319,30,4,1,[],30,1.0,[0.93203388 0.88301887 0.94630282 0.89057536],16
4668,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.90904227 0.87009346 0.48297067 0.43278589],14
8402,25,4,1,[],25,1.0,[0.89133146 0.9296039  0.89177489 0.89289012],16
6363,20,4,2,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.95829769 0.68572779 0.56516841 0.44940756],17
6513,25,4,2,[],25,1.0,[0.93996794 0.93020239 0.87841377 0.90141079],28
3853,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94176671 0.73018664 0.46035351],9
1728,25,2,1,"['0900-1200', '1000-1100']",13,0.52,[0.9004793  0.44156026],19
8402,30,3,3,[],30,1.0,[0.95692036 0.97305979 0.96249279],16
912,30,2,3,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.92313756 0.48731884],10
5129,30,4,2,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.8,[0.9247149  0.95767311 0.43627204 0.46603956],23
4568,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.91623284 0.95434199 0.44337812],18
2194,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.9759482  0.9722044  0.46035351],7
2194,20,3,1,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.94119809 0.71561531 0.49828115],5
8463,20,4,1,[],20,1.0,[0.93417541 0.93428026 0.94807892 0.97113831],7
184,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",14,0.7,[0.93430362 0.6818386  0.45626365],15
5655,25,3,1,"['0900-1030', '0930-1100', '1030-1200']",16,0.64,[0.95252876 0.692962   0.45175032],15
8632,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.94275189 0.92661983 0.47729423],12
9322,30,2,2,"['0900-1030', '1030-1200']",11,0.36666666666666664,[0.95966074 0.48069426],6
9395,20,3,3,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.92995003 0.96505376 0.47200959],19
803,30,3,3,"['0900-1030', '0930-1100', '1030-1200']",15,0.5,[0.95946789 0.71592582 0.44850434],9
4666,30,2,2,[],20,0.6666666666666666,[0.96926714 0.96864145],10
1164,30,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.93716771 0.97304582 0.46674739],17
3780,20,3,2,[],20,1.0,[0.98559716 0.9585371  0.92962321],10
4216,20,4,1,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",20,1.0,[0.93740855 0.93243243 0.43722319 0.48111439],18
6363,25,4,2,[],25,1.0,[0.95628304 0.90021406 0.96587568 0.95675316],20
965,30,3,2,"['0900-1030', '0930-1100', '1030-1200']",16,0.5333333333333333,[0.98587571 0.73006993 0.48333179],6
5233,25,2,3,"['0900-1030', '1030-1200']",11,0.44,[0.98773353 0.48437359],6
8877,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.96049833 0.96157635 0.46734893],10
9602,20,3,1,"['0900-1200', '0900-1030', '1030-1200']",19,0.95,[0.95107914 0.9503218  0.45326314],9
272,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.94879518 0.45570675],10
1791,20,4,1,[],20,1.0,[0.94945568 0.93804956 0.9604063  0.94962993],6
9862,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",20,0.6666666666666666,[0.92134629 0.93950451 0.4344486 ],15
7067,25,4,2,[],25,1.0,[0.93405322 0.97434773 0.96471471 0.94781212],14
3636,30,2,2,"['0900-1030', '1030-1200']",10,0.3333333333333333,[0.91534884 0.48409367],9
8877,30,2,2,"['0900-1200', '1000-1100']",14,0.4666666666666667,[0.96367024 0.47501759],8
3601,20,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.9862259  0.71468017 0.5672915  0.46512295],6
8402,25,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,0.8,[0.94952926 0.96285007 0.48777325],13
4370,30,4,2,[],30,1.0,[0.95449735 0.93168071 0.94752775 0.94988435],25
4475,20,2,2,"['0900-1200', '1000-1100']",14,0.7,[0.91140966 0.48076406],18
1858,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.95039646 0.70658494 0.53959687 0.44947637],14
2194,20,3,2,"['0900-1030', '0930-1100', '1030-1200']",15,0.75,[0.95169082 0.7220152  0.49828115],5
272,20,3,2,"['0900-1200', '0900-1030', '1030-1200']",20,1.0,[0.95728101 0.94871795 0.44643202],16
5694,25,4,3,"['0900-1200', '0900-1030', '1030-1200', '1000-1100']",24,0.96,[0.93520734 0.98619371 0.46864366 0.48259121],14
4459,25,4,1,[],25,1.0,[0.84755023 0.91803279 0.86673414 0.86321721],21
3281,20,4,3,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,1.0,[0.95378599 0.70263825 0.53275711 0.44211655],14
1694,25,4,1,"['0900-1030', '0930-1100', '1000-1130', '1030-1200']",20,0.8,[0.91337356 0.63478781 0.51714514 0.42599132],30
9602,25,4,3,[],25,1.0,[0.96102728 0.976893   0.95974401 0.98682343],12
6140,25,2,1,[],20,0.8,[0.95555334 0.92223473],13
2313,20,2,1,"['0900-1200', '1000-1100']",13,0.65,[0.93553913 0.43696002],12
1791,30,3,1,"['0900-1200', '0900-1030', '1030-1200']",21,0.7,[0.97407994 0.98771963 0.4737087 ],7
3780,20,2,2,"['0900-1030', '1030-1200']",10,0.5,[0.92858712 0.46269223],9
